Title,Ratings,Original_Price,Manufacturing_Date,Expiry_Date,total_days,Demand,Demand_rank,days_remaining,Discount_Percentage,discount,ProductName_encoded
cavinsrajbhog milkshake,4.2,180.0,2024-03-28,2024-04-27,30,Medium,1.0,0,16.5,Product is expired,233
so goodplant-based,4.0,290.0,2024-05-25,2024-06-24,30,Medium,1.0,6,15.5,44.58,603
nescafehazelnut flavoured,4.2,135.0,2023-12-18,2024-01-17,30,Medium,1.0,0,16.5,Product is expired,481
cavinsrabdi milkshake,4.2,180.0,2022-08-22,2022-09-21,30,Medium,1.0,0,16.5,Product is expired,232
nescafeiced latte,4.2,200.0,2022-09-02,2022-10-02,30,Medium,1.0,0,16.5,Product is expired,483
jerseybadam flavoured,4.2,120.0,2024-01-21,2024-02-20,30,Medium,1.0,0,16.5,Product is expired,369
mtrbadam drink4.2102,4.2,240.0,2023-01-02,2023-02-01,30,Medium,1.0,0,16.5,Product is expired,455
godrej jerseypista,4.2,35.0,2024-11-14,2024-12-14,30,Medium,1.0,179,-13.33,40820070879157.59,320
realmilk power,4.1,120.0,2022-08-18,2022-09-17,30,Medium,1.0,0,16.5,Product is expired,566
realmilk power,4.1,140.0,2025-02-12,2025-03-14,30,Medium,1.0,269,-28.33,2.278509507910597e+22,566
heritagechocolate &,4.0,40.0,2023-01-12,2023-02-11,30,Medium,1.0,0,16.5,Product is expired,339
realmilk power,4.1,140.0,2022-11-24,2022-12-24,30,Medium,1.0,0,16.5,Product is expired,566
"storiabadam shake,",4.1,135.0,2024-08-31,2024-09-30,30,Medium,1.0,104,-0.83,2998955.56,614
govindsterilized homogenized,4.1,30.0,2022-09-14,2022-10-14,30,Medium,1.0,0,16.5,Product is expired,327
govindsterilized homogenized,4.1,30.0,2024-05-01,2024-05-31,30,Medium,1.0,0,16.5,Product is expired,327
govindsterilized homogenized,4.1,30.0,2024-08-15,2024-09-14,30,Medium,1.0,88,1.83,-59894.14,327
govindsterilized homogenized,4.1,30.0,2024-01-18,2024-02-17,30,Medium,1.0,0,16.5,Product is expired,327
"storiamango shake,",4.1,135.0,2023-12-01,2023-12-31,30,Medium,1.0,0,16.5,Product is expired,618
mother dairyuht,4.1,888.0,2023-10-20,2023-11-19,30,Medium,1.0,0,16.5,Product is expired,452
heritagecafe latte-coffee,4.1,50.0,2023-03-15,2023-04-14,30,Medium,1.0,0,16.5,Product is expired,338
heritagestrawberry milkshake4.152,4.1,40.0,2024-08-18,2024-09-17,30,Medium,1.0,91,1.33,-105755.3,343
realmilk power,4.0,140.0,2024-10-31,2024-11-30,30,Medium,1.0,165,-11.0,8193542905252.3,566
heritagechocolate &,4.0,40.0,2024-04-04,2024-05-04,30,Medium,1.0,0,16.5,Product is expired,339
realmilk power,4.1,140.0,2023-05-25,2023-06-24,30,Medium,1.0,0,16.5,Product is expired,566
cavinsstrawberry milkshake,4.2,320.0,2023-12-22,2024-01-21,30,Medium,1.0,0,16.5,Product is expired,234
"storiabadam shake,",4.1,135.0,2023-11-19,2023-12-19,30,Medium,1.0,0,16.5,Product is expired,614
raw presseryready,3.8,330.0,2022-12-28,2023-01-27,30,Low,0.0,0,19.0,Product is expired,565
govindsterilized homogenized,4.1,30.0,2024-04-17,2024-05-17,30,Medium,1.0,0,16.5,Product is expired,327
govindsterilized homogenized,4.1,30.0,2022-08-19,2022-09-18,30,Medium,1.0,0,16.5,Product is expired,327
govindsterilized homogenized,4.1,30.0,2023-07-18,2023-08-17,30,Medium,1.0,0,16.5,Product is expired,327
govindsterilized homogenized,4.1,30.0,2024-02-12,2024-03-13,30,Medium,1.0,0,16.5,Product is expired,327
"storiamango shake,",4.1,135.0,2024-01-14,2024-02-13,30,Medium,1.0,0,16.5,Product is expired,618
mother dairyuht,4.1,888.0,2025-04-15,2025-05-15,30,Medium,1.0,331,-38.67,4.789773186258969e+28,452
nescafeready to,4.2,135.0,2022-11-03,2022-12-03,30,Medium,1.0,0,16.5,Product is expired,485
heritagecafe latte-coffee,4.1,50.0,2023-11-03,2023-12-03,30,Medium,1.0,0,16.5,Product is expired,338
heritagestrawberry milkshake4.152,4.1,40.0,2024-07-04,2024-08-03,30,Medium,1.0,46,8.83,-83.12,343
realmilk power,4.0,140.0,2024-04-13,2024-05-13,30,Medium,1.0,0,16.5,Product is expired,566
cavinsbadam milkshake,4.0,180.0,2023-05-08,2023-06-07,30,Medium,1.0,0,16.5,Product is expired,226
jerseyvanilla thick,4.0,160.0,2025-01-09,2025-02-08,30,Medium,1.0,235,-22.67,2.3208403197322154e+19,371
jerseythick shake,4.0,160.0,2024-01-30,2024-02-29,30,Medium,1.0,0,16.5,Product is expired,370
cavinschocolate milkshake,4.2,320.0,2023-03-08,2023-04-07,30,Medium,1.0,0,16.5,Product is expired,228
bagrry'splant based,4.5,375.0,2023-12-02,2024-01-01,30,Medium,1.0,0,16.5,Product is expired,57
thirumalasterilised double,4.0,30.0,2025-02-22,2025-03-24,30,Medium,1.0,279,-30.0,3.820390075716919e+22,693
nandini goodlifebadam,4.0,25.0,2025-04-22,2025-05-22,30,Medium,1.0,338,-39.83,5.632359932225636e+27,468
amulkool sugar,4.0,30.0,2023-09-16,2023-10-16,30,Medium,1.0,0,16.5,Product is expired,42
"storiabanana shake,",4.0,135.0,2023-04-30,2023-05-30,30,Medium,1.0,0,16.5,Product is expired,615
godrej jerseybutter,4.0,40.0,2023-06-17,2023-07-17,30,Medium,1.0,0,16.5,Product is expired,317
heritagevanilla milkshake451,4.0,40.0,2025-04-01,2025-05-01,30,Medium,1.0,317,-36.33,1.2326184114439755e+26,345
dodlalong life,4.0,33.0,2023-05-08,2023-06-07,30,Medium,1.0,0,16.5,Product is expired,264
urban platteralmond,3.9,1500.0,2023-05-09,2023-06-08,30,Medium,1.0,0,16.5,Product is expired,709
cavinsbadam milkshake,4.0,180.0,2024-02-03,2024-03-04,30,Medium,1.0,0,16.5,Product is expired,226
jerseyvanilla thick,4.0,160.0,2023-11-26,2023-12-26,30,Medium,1.0,0,16.5,Product is expired,371
jerseythick shake,4.0,160.0,2024-08-04,2024-09-03,30,Medium,1.0,77,3.67,-70977.1,370
epigamiaturbo chocolate,3.2,450.0,2024-09-17,2024-10-17,30,Low,0.0,121,-1.17,422238607.62,282
bagrry'splant based,4.5,375.0,2023-08-13,2023-09-12,30,Medium,1.0,0,16.5,Product is expired,57
thirumalasterilised double,4.0,30.0,2024-11-18,2024-12-18,30,Medium,1.0,183,-14.0,81782510228538.2,693
nandini goodlifebadam,4.0,25.0,2023-05-12,2023-06-11,30,Medium,1.0,0,16.5,Product is expired,468
raw presseryalmond,3.6,975.0,2024-09-22,2024-10-22,30,Low,0.0,126,-2.0,4250976086.74,564
amulkool sugar,4.0,30.0,2025-04-02,2025-05-02,30,Medium,1.0,318,-36.5,1.134426274847823e+26,42
"storiabanana shake,",4.0,135.0,2023-12-08,2024-01-07,30,Medium,1.0,0,16.5,Product is expired,615
nescafechoco mocha,4.2,45.0,2023-07-25,2023-08-24,30,Medium,1.0,0,16.5,Product is expired,480
godrej jerseybutter,4.0,40.0,2023-02-24,2023-03-26,30,Medium,1.0,0,16.5,Product is expired,317
heritagevanilla milkshake451,4.0,40.0,2022-08-01,2022-08-31,30,Medium,1.0,0,16.5,Product is expired,345
dodlalong life,4.0,33.0,2023-01-08,2023-02-07,30,Medium,1.0,0,16.5,Product is expired,264
cavinsbelgian chocolate,4.7,40.0,2022-08-07,2022-09-06,30,High,,0,13.0,Product is expired,227
tata coffeegold,4.0,125.0,2024-01-30,2024-02-29,30,Medium,1.0,0,16.5,Product is expired,663
jerseythick shake,3.9,160.0,2024-04-08,2024-05-08,30,Medium,1.0,0,16.5,Product is expired,370
heritagepremium badam,4.0,210.0,2024-07-08,2024-08-07,30,Medium,1.0,50,8.17,-919.58,342
storiamilkshake -,3.9,225.0,2024-06-27,2024-07-27,30,Medium,1.0,39,10.0,-113.62,619
"storiastrawberry shake,",3.9,135.0,2024-01-28,2024-02-27,30,Medium,1.0,0,16.5,Product is expired,620
amulpina colada,3.9,35.0,2024-09-26,2024-10-26,30,Medium,1.0,130,-5.17,877906419.28,43
nescafeiced frappe,3.9,150.0,2023-11-20,2023-12-20,30,Medium,1.0,0,16.5,Product is expired,482
godrej jerseydoodh,3.9,125.0,2025-03-17,2025-04-16,30,Medium,1.0,302,-33.83,1.785795919727945e+25,318
raw presseryready,3.6,330.0,2023-10-23,2023-11-22,30,Low,0.0,0,19.0,Product is expired,565
"storiakesar shake,",3.8,120.0,2024-06-08,2024-07-08,30,Low,0.0,20,15.67,16.26,617
cavinsvanilla milkshake,4.2,320.0,2022-11-02,2022-12-02,30,Medium,1.0,0,16.5,Product is expired,235
tata coffeegold,4.0,125.0,2023-10-04,2023-11-03,30,Medium,1.0,0,16.5,Product is expired,663
jerseythick shake,3.9,160.0,2025-03-30,2025-04-29,30,Medium,1.0,315,-36.0,3.2749747196174966e+26,370
milky misttoned,4.2,80.0,2023-08-11,2023-09-10,30,Medium,1.0,0,16.5,Product is expired,444
storiamilkshake -,3.9,225.0,2024-01-10,2024-02-09,30,Medium,1.0,0,16.5,Product is expired,619
"storiastrawberry shake,",3.9,135.0,2023-10-24,2023-11-23,30,Medium,1.0,0,16.5,Product is expired,620
bagrry'splant based,3.8,350.0,2024-09-26,2024-10-26,30,Low,0.0,130,-2.67,4533868741.76,57
amulpina colada,3.9,35.0,2023-07-27,2023-08-26,30,Medium,1.0,0,16.5,Product is expired,43
nescafeiced frappe,3.9,150.0,2024-10-28,2024-11-27,30,Medium,1.0,162,-10.5,4598909680122.8,482
godrej jerseydoodh,3.9,125.0,2023-02-02,2023-03-04,30,Medium,1.0,0,16.5,Product is expired,318
"storiakesar shake,",3.8,120.0,2023-10-03,2023-11-02,30,Low,0.0,0,19.0,Product is expired,617
godrej jerseykesar,3.8,30.0,2023-06-05,2023-07-05,30,Low,0.0,0,19.0,Product is expired,319
sofitsoya kesar,4.1,140.0,2022-10-25,2022-11-24,30,Medium,1.0,0,16.5,Product is expired,606
heritageflavoured milk,3.8,120.0,2023-02-04,2023-03-06,30,Low,0.0,0,19.0,Product is expired,340
heritageflavoured milk,4.0,120.0,2023-12-14,2024-01-13,30,Medium,1.0,0,16.5,Product is expired,340
britanniawinkin cow,3.9,35.0,2024-12-21,2025-01-20,30,Medium,1.0,216,-19.5,9.769163597884283e+16,202
cothascold coffee,3.8,80.0,2024-06-19,2024-07-19,30,Low,0.0,31,13.83,-2.45,245
epigamiaturbo vanilla,3.5,450.0,2024-05-02,2024-06-01,30,Low,0.0,0,19.0,Product is expired,284
sunfeastdark fantasy,3.7,300.0,2024-12-04,2025-01-03,30,Low,0.0,199,-14.17,2.0306945034415584e+16,628
epigamiaturbo cookies,3.5,450.0,2023-11-02,2023-12-02,30,Low,0.0,0,19.0,Product is expired,283
"storiachocolate shake,",4.1,135.0,2023-08-26,2023-09-25,30,Medium,1.0,0,16.5,Product is expired,616
milky mistdouble,3.6,75.0,2022-09-16,2022-10-16,30,Low,0.0,0,19.0,Product is expired,442
cothaschoco banana,3.6,55.0,2023-05-20,2023-06-19,30,Low,0.0,0,19.0,Product is expired,244
realmilk power,3.6,40.0,2023-07-27,2023-08-26,30,Low,0.0,0,19.0,Product is expired,566
godrej jerseykesar,3.8,30.0,2024-02-27,2024-03-28,30,Low,0.0,0,19.0,Product is expired,319
so goodalmond,3.8,325.0,2025-02-07,2025-03-09,30,Low,0.0,264,-25.0,1.7171376976327451e+22,600
heritageflavoured milk,3.8,120.0,2023-03-18,2023-04-17,30,Low,0.0,0,19.0,Product is expired,340
britanniawinkin cow,3.9,35.0,2023-03-29,2023-04-28,30,Medium,1.0,0,16.5,Product is expired,202
cothascold coffee,3.8,80.0,2022-11-07,2022-12-07,30,Low,0.0,0,19.0,Product is expired,245
epigamiaturbo vanilla,3.5,450.0,2024-01-15,2024-02-14,30,Low,0.0,0,19.0,Product is expired,284
so goodplant-based,3.9,290.0,2025-03-08,2025-04-07,30,Medium,1.0,293,-32.33,6.54475585976181e+24,603
sunfeastdark fantasy,3.7,300.0,2023-08-18,2023-09-17,30,Low,0.0,0,19.0,Product is expired,628
epigamiaturbo cookies,3.5,450.0,2022-11-24,2022-12-24,30,Low,0.0,0,19.0,Product is expired,283
milky mistdouble,3.6,75.0,2024-04-28,2024-05-28,30,Low,0.0,0,19.0,Product is expired,442
cothaschoco banana,3.6,55.0,2023-03-04,2023-04-03,30,Low,0.0,0,19.0,Product is expired,244
realmilk power,3.6,40.0,2024-01-13,2024-02-12,30,Low,0.0,0,19.0,Product is expired,566
boostmilkshake nutrients,3.9,40.0,2024-02-10,2024-03-11,30,Medium,1.0,0,16.5,Product is expired,189
sofitalmond unsweetened,3.5,900.0,2024-01-24,2024-02-23,30,Low,0.0,0,19.0,Product is expired,604
raw presseryalmond,3.3,975.0,2023-10-12,2023-11-11,30,Low,0.0,0,19.0,Product is expired,564
cothascold coffee,3.1,80.0,2022-09-23,2022-10-23,30,Low,0.0,0,19.0,Product is expired,245
sunfeastdark fantasy,4.2,120.0,2024-02-08,2024-03-09,30,Medium,1.0,0,16.5,Product is expired,628
sofitalmond unsweetened,3.5,900.0,2022-09-24,2022-10-24,30,Low,0.0,0,19.0,Product is expired,604
akshayakalpaorganic slim,3.8,540.0,2022-08-19,2022-09-18,30,Low,0.0,0,19.0,Product is expired,36
raw presseryalmond,3.3,975.0,2024-09-17,2024-10-17,30,Low,0.0,121,-1.17,914850316.52,564
so goodplant-based,4.0,290.0,2023-10-12,2023-11-11,30,Medium,1.0,0,16.5,Product is expired,603
cothascold coffee,3.1,80.0,2024-11-18,2024-12-18,30,Low,0.0,183,-11.5,179142641452988.44,245
brucold coffee,3.7,240.0,2023-01-05,2023-02-04,30,Low,0.0,0,19.0,Product is expired,204
tata coffeegold,3.5,125.0,2023-04-25,2023-05-25,30,Low,0.0,0,19.0,Product is expired,663
so goodoat,3.7,325.0,2024-05-30,2024-06-29,30,Low,0.0,11,17.17,54.55,602
brucold coffee,3.7,240.0,2024-09-23,2024-10-23,30,Low,0.0,127,-2.17,1386704493.51,204
tata coffeegold,3.5,125.0,2025-02-04,2025-03-06,30,Low,0.0,261,-24.5,3.552067100968554e+21,663
so goodoat,3.7,325.0,2024-03-25,2024-04-24,30,Low,0.0,0,19.0,Product is expired,602
cavinsstrawberry milkshake,4.2,320.0,2024-05-16,2024-06-15,30,Medium,1.0,0,16.5,Product is expired,234
raw presseryready,3.8,330.0,2024-08-13,2024-09-12,30,Low,0.0,86,4.67,-1126997.83,565
nescafeready to,4.2,135.0,2024-11-15,2024-12-15,30,Medium,1.0,180,-13.5,194760999248265.12,485
cavinschocolate milkshake,4.2,320.0,2024-07-17,2024-08-16,30,Medium,1.0,59,6.67,-7028.57,228
pokkamelon milk,5.0,150.0,2024-02-12,2024-03-13,30,High,,0,13.0,Product is expired,544
urban platteralmond,3.9,1500.0,2024-11-02,2024-12-02,30,Medium,1.0,167,-11.33,134893173827826.17,709
epigamiaturbo chocolate,3.2,450.0,2024-07-19,2024-08-18,30,Low,0.0,61,8.83,-19539.65,282
raw presseryalmond,3.6,975.0,2024-10-19,2024-11-18,30,Low,0.0,153,-6.5,3058878501359.68,564
pokkamelon milk,5.0,150.0,2023-11-21,2023-12-21,30,High,,0,13.0,Product is expired,544
nescafechoco mocha,4.2,45.0,2023-06-04,2023-07-04,30,Medium,1.0,0,16.5,Product is expired,480
tata sampanntoor,4.0,130.0,2023-01-10,2023-02-09,30,Medium,1.0,0,16.5,Product is expired,685
bb popularmoong,4.0,98.0,2024-03-15,2024-04-14,30,Medium,1.0,0,16.5,Product is expired,77
tata sampannmasoor,4.1,154.0,2024-02-10,2024-03-11,30,Medium,1.0,0,16.5,Product is expired,674
bb royalbengali,4.1,260.0,2024-03-22,2024-04-21,30,Medium,1.0,0,16.5,Product is expired,95
mai rasoimasoor,3.9,141.0,2024-03-02,2024-04-01,30,Medium,1.0,0,16.5,Product is expired,415
bb super,4.0,399.0,2023-09-20,2023-10-20,30,Medium,1.0,0,16.5,Product is expired,164
bb royaldouble,4.0,80.0,2024-09-12,2024-10-12,30,Medium,1.0,116,-2.83,66794622.01,108
safe harvestmung,4.0,223.0,2023-08-23,2023-09-22,30,Medium,1.0,0,16.5,Product is expired,580
bb royalgreen,3.9,180.0,2022-12-28,2023-01-27,30,Medium,1.0,0,16.5,Product is expired,113
bb royalorganic,3.9,249.0,2023-12-23,2024-01-22,30,Medium,1.0,0,16.5,Product is expired,136
bb royalfried,4.0,189.0,2023-04-25,2023-05-25,30,Medium,1.0,0,16.5,Product is expired,111
bb royallobia/alasandee,3.9,219.0,2023-04-06,2023-05-06,30,Medium,1.0,0,16.5,Product is expired,125
aashirvaadnature's super,4.0,140.0,2023-06-23,2023-07-23,30,Medium,1.0,0,16.5,Product is expired,15
mayuranktarka mix,4.2,84.0,2022-09-22,2022-10-22,30,Medium,1.0,0,16.5,Product is expired,439
mayurankchana daal,4.0,78.0,2024-07-16,2024-08-15,30,Medium,1.0,58,6.83,-1435.34,435
organic tattvaurad,4.1,325.0,2023-01-05,2023-02-04,30,Medium,1.0,0,16.5,Product is expired,522
bb royalorganic,4.0,257.0,2024-03-02,2024-04-01,30,Medium,1.0,0,16.5,Product is expired,136
tata sampannunpolished,4.1,94.0,2024-04-06,2024-05-06,30,Medium,1.0,0,16.5,Product is expired,687
tata sampannunpolished,4.0,245.0,2023-10-18,2023-11-17,30,Medium,1.0,0,16.5,Product is expired,687
mai rasoimix,3.6,209.0,2024-04-07,2024-05-07,30,Low,0.0,0,19.0,Product is expired,416
phalada pure,3.9,155.0,2023-05-24,2023-06-23,30,Medium,1.0,0,16.5,Product is expired,540
bb royalbellar,4.2,180.0,2023-01-19,2023-02-18,30,Medium,1.0,0,16.5,Product is expired,94
dehaat honest,4.1,330.0,2023-12-26,2024-01-25,30,Medium,1.0,0,16.5,Product is expired,259
organic tattvaorganic,3.6,235.0,2024-04-02,2024-05-02,30,Low,0.0,0,19.0,Product is expired,520
bb royalurad,3.9,100.0,2024-02-20,2024-03-21,30,Medium,1.0,0,16.5,Product is expired,162
bb royalfried,3.9,199.0,2023-09-23,2023-10-23,30,Medium,1.0,0,16.5,Product is expired,111
tata sampannorganic chana,4.3,240.0,2023-01-04,2023-02-03,30,Medium,1.0,0,16.5,Product is expired,677
safe harvestchana,3.9,179.0,2024-01-05,2024-02-04,30,Medium,1.0,0,16.5,Product is expired,576
safe harvesthorse,4.0,99.0,2022-08-15,2022-09-14,30,Medium,1.0,0,16.5,Product is expired,578
organic tattvaroasted,4.1,155.0,2023-01-10,2023-02-09,30,Medium,1.0,0,16.5,Product is expired,521
organic tattvaorganic,3.9,175.0,2024-08-07,2024-09-06,30,Medium,1.0,80,3.17,-122186.27,520
organic tattvaorganic,3.9,155.0,2024-08-04,2024-09-03,30,Medium,1.0,77,3.67,-68759.07,520
bb royalmasoor,4.0,280.0,2024-12-03,2025-01-02,30,Medium,1.0,198,-16.5,1.8069101917529932e+16,131
organic tattvamoth,4.1,160.0,2025-03-28,2025-04-27,30,Medium,1.0,313,-35.67,2.1751577937753792e+26,519
dehaat honest,4.1,200.0,2022-11-18,2022-12-18,30,Medium,1.0,0,16.5,Product is expired,259
aashirvaadorganic masur,4.4,260.0,2023-02-28,2023-03-30,30,Medium,1.0,0,16.5,Product is expired,19
safe harvestbengal,4.0,90.0,2022-08-02,2022-09-01,30,Medium,1.0,0,16.5,Product is expired,575
safe harvestmasoor,3.7,195.0,2024-02-06,2024-03-07,30,Low,0.0,0,19.0,Product is expired,579
dehaat honest,4.0,265.0,2022-11-17,2022-12-17,30,Medium,1.0,0,16.5,Product is expired,259
24 mantra,4.0,525.0,2024-12-31,2025-01-30,30,Medium,1.0,226,-21.17,1.1755032982994684e+19,1
bb royalurad,3.9,40.0,2023-02-16,2023-03-18,30,Medium,1.0,0,16.5,Product is expired,162
safe harvesturad,3.9,225.0,2022-11-23,2022-12-23,30,Medium,1.0,0,16.5,Product is expired,586
aashirvaadnature's super,4.1,140.0,2024-11-27,2024-12-27,30,Medium,1.0,192,-15.5,2556236004126679.0,15
sri sri,4.7,225.0,2024-02-28,2024-03-29,30,High,,0,13.0,Product is expired,611
bb royalpunjabi,4.0,100.0,2023-03-21,2023-04-20,30,Medium,1.0,0,16.5,Product is expired,144
just organikurad,5.0,290.0,2023-01-25,2023-02-24,30,High,,0,13.0,Product is expired,376
bb royalorganic,4.0,449.0,2023-09-19,2023-10-19,30,Medium,1.0,0,16.5,Product is expired,136
tata sampannunpolished,4.0,245.0,2025-03-12,2025-04-11,30,Medium,1.0,297,-33.0,1.2560454593888753e+25,687
mai rasoimix,3.6,209.0,2024-10-06,2024-11-05,30,Low,0.0,140,-4.33,32442385774.59,416
phalada pure,3.9,155.0,2024-03-06,2024-04-05,30,Medium,1.0,0,16.5,Product is expired,540
bb royalbellar,4.2,180.0,2023-01-13,2023-02-12,30,Medium,1.0,0,16.5,Product is expired,94
dehaat honest,4.1,330.0,2024-08-28,2024-09-27,30,Medium,1.0,101,-0.33,1599592.01,259
organic tattvaorganic,3.6,235.0,2023-03-21,2023-04-20,30,Low,0.0,0,19.0,Product is expired,520
bb royalurad,3.9,100.0,2022-12-20,2023-01-19,30,Medium,1.0,0,16.5,Product is expired,162
tata sampannorganic chana,4.3,240.0,2023-06-01,2023-07-01,30,Medium,1.0,0,16.5,Product is expired,677
safe harvestchana,3.9,179.0,2024-05-08,2024-06-07,30,Medium,1.0,0,16.5,Product is expired,576
safe harvesthorse,4.0,99.0,2023-01-10,2023-02-09,30,Medium,1.0,0,16.5,Product is expired,578
organic tattvaroasted,4.1,155.0,2024-09-27,2024-10-27,30,Medium,1.0,131,-5.33,4895617075.63,521
organic tattvaorganic,3.9,175.0,2025-03-24,2025-04-23,30,Medium,1.0,309,-35.0,1.0489098970414816e+26,520
organic tattvaorganic,3.9,155.0,2022-11-25,2022-12-25,30,Medium,1.0,0,16.5,Product is expired,520
bb royalmasoor,3.9,160.0,2024-06-14,2024-07-14,30,Medium,1.0,26,12.17,10.72,131
organic tattvamoth,4.1,160.0,2024-12-23,2025-01-22,30,Medium,1.0,218,-19.83,6.775092303993678e+17,519
dehaat honest,4.1,200.0,2025-04-23,2025-05-23,30,Medium,1.0,339,-40.0,5.526993688111464e+28,259
aashirvaadorganic masur,4.4,260.0,2024-11-30,2024-12-30,30,Medium,1.0,195,-16.0,8929172919094067.0,19
safe harvestbengal,4.0,90.0,2024-07-30,2024-08-29,30,Medium,1.0,72,4.5,-18006.57,575
safe harvestmasoor,3.7,195.0,2024-08-19,2024-09-18,30,Low,0.0,92,3.67,-1737602.62,579
dehaat honest,4.0,265.0,2024-01-04,2024-02-03,30,Medium,1.0,0,16.5,Product is expired,259
24 mantra,4.0,525.0,2024-02-05,2024-03-06,30,Medium,1.0,0,16.5,Product is expired,1
bb royalmix,4.0,120.0,2022-12-11,2023-01-10,30,Medium,1.0,0,16.5,Product is expired,133
safe harvesturad,3.9,225.0,2023-03-06,2023-04-05,30,Medium,1.0,0,16.5,Product is expired,586
aashirvaadnature's super,4.1,140.0,2025-02-14,2025-03-16,30,Medium,1.0,271,-28.67,3.439931198149953e+22,15
sri sri,4.7,225.0,2024-07-08,2024-08-07,30,High,,50,4.67,-563.18,611
bb royalpunjabi,4.0,100.0,2023-12-19,2024-01-18,30,Medium,1.0,0,16.5,Product is expired,144
just organikurad,5.0,290.0,2024-12-18,2025-01-17,30,High,,213,-22.5,5.125763375780012e+17,376
bb popularmasoor,4.0,75.0,2023-09-21,2023-10-21,30,Medium,1.0,0,16.5,Product is expired,75
tata sampannunpolished,4.0,179.0,2024-08-07,2024-09-06,30,Medium,1.0,80,3.17,-124979.1,687
institutionalmoong dal,5.0,850.0,2022-11-06,2022-12-06,30,High,,0,13.0,Product is expired,364
tata sampannurad,4.0,245.0,2023-07-06,2023-08-05,30,Medium,1.0,0,16.5,Product is expired,688
a+pluspulses -,5.0,95.0,2024-08-15,2024-09-14,30,High,,88,-1.67,173082.07,3
a+pluspulses -,5.0,85.0,2022-10-17,2022-11-16,30,High,,0,13.0,Product is expired,3
sri sri,5.0,185.0,2024-05-24,2024-06-23,30,High,,5,12.17,22.36,611
terra greenstur,4.9,369.0,2023-02-22,2023-03-24,30,High,,0,13.0,Product is expired,690
phalada pure,4.8,130.0,2024-02-27,2024-03-28,30,High,,0,13.0,Product is expired,540
pulsesmanblack urad,3.8,205.0,2024-10-10,2024-11-09,30,Low,0.0,144,-5.0,81778295197.23,557
institutionalmoong dal,5.0,850.0,2022-09-29,2022-10-29,30,High,,0,13.0,Product is expired,364
bb royalorganic,4.0,429.0,2022-11-06,2022-12-06,30,Medium,1.0,0,16.5,Product is expired,136
a+pluspulses -,5.0,95.0,2024-05-31,2024-06-30,30,High,,12,11.0,10.16,3
a+pluspulses -,5.0,85.0,2025-02-10,2025-03-12,30,High,,267,-31.5,1.0310694560977635e+22,3
sri sri,5.0,185.0,2024-04-05,2024-05-05,30,High,,0,13.0,Product is expired,611
bb royalurad,4.0,420.0,2025-01-28,2025-02-27,30,Medium,1.0,254,-25.83,3.1028907578783726e+21,162
terra greenstur,4.9,369.0,2022-09-17,2022-10-17,30,High,,0,13.0,Product is expired,690
phalada pure,4.8,130.0,2024-05-07,2024-06-06,30,High,,0,13.0,Product is expired,540
pulsesmanblack urad,3.8,205.0,2024-10-10,2024-11-09,30,Low,0.0,144,-5.0,81778295197.23,557
bb royalorganic,4.1,200.0,2022-12-22,2023-01-21,30,Medium,1.0,0,16.5,Product is expired,136
pulsesmanmoong dal4.73,4.7,181.0,2024-11-09,2024-12-09,30,High,,174,-16.0,93213676229742.19,558
organic tattvaorganic,4.2,170.0,2022-10-20,2022-11-19,30,Medium,1.0,0,16.5,Product is expired,520
dehaat honest,4.1,276.0,2023-08-25,2023-09-24,30,Medium,1.0,0,16.5,Product is expired,259
bb royalbb,3.7,50.0,2025-03-26,2025-04-25,30,Low,0.0,311,-32.83,4.1936363692183376e+25,93
mayurankmoong daal,4.5,95.0,2025-01-15,2025-02-14,30,Medium,1.0,241,-23.67,4.77693134470249e+19,437
fortunemoong dal,4.5,209.0,2022-09-15,2022-10-15,30,Medium,1.0,0,16.5,Product is expired,304
bb royalorganic,4.0,1449.0,2023-08-27,2023-09-26,30,Medium,1.0,0,16.5,Product is expired,136
bb royalmoong,4.0,220.0,2024-04-18,2024-05-18,30,Medium,1.0,0,16.5,Product is expired,134
tata sampanntoor,4.4,149.0,2024-11-28,2024-12-28,30,Medium,1.0,193,-15.67,3359350935695915.0,685
mayurankarhar daal,4.4,148.0,2024-07-17,2024-08-16,30,Medium,1.0,59,6.67,-3250.71,434
tata sampannunpolished,3.9,150.0,2023-01-30,2023-03-01,30,Medium,1.0,0,16.5,Product is expired,687
organic tattvamoong,3.7,285.0,2023-08-17,2023-09-16,30,Low,0.0,0,19.0,Product is expired,518
bb royalgreen,3.9,200.0,2023-05-02,2023-06-01,30,Medium,1.0,0,16.5,Product is expired,113
aashirvaadorganic urad,3.4,135.0,2022-11-10,2022-12-10,30,Low,0.0,0,19.0,Product is expired,20
phalada pure,3.9,145.0,2024-06-25,2024-07-25,30,Medium,1.0,37,10.33,-45.76,540
organic shastramasoor,4.3,210.0,2024-05-26,2024-06-25,30,Medium,1.0,7,15.33,31.87,514
bb royalhorse,4.0,42.0,2024-06-07,2024-07-07,30,Medium,1.0,19,13.33,4.98,114
pulsesmanmoong dal4.73,4.7,181.0,2022-10-09,2022-11-08,30,High,,0,13.0,Product is expired,558
organic tattvaorganic,4.2,170.0,2023-02-02,2023-03-04,30,Medium,1.0,0,16.5,Product is expired,520
dehaat honest,4.1,276.0,2022-11-14,2022-12-14,30,Medium,1.0,0,16.5,Product is expired,259
